Asteroid_ID,Est_Diameter_Min,Est_Diameter_Max,Relative_Velocity,Miss_Distance,Absolute_Magnitude,Orbit_ID,Orbit_Uncertainity,Hazardous
2468910,0.1243240006,0.2779969165,31451.0181876415,22937227.81647641,21.65,28,1,true
2470310,0.3503926411,0.7835017643,78077.4044406415,32598984.020182926,19.4,48,0,true
2471323,0.3520099801,0.7871182442,113579.5072457639,69101301.64955588,19.39,22,0,true
2474163,0.1732028271,0.3872932954,26659.7510172043,14041391.329634268,20.93,70,0,true
2474451,0.1272198785,0.2844722965,28176.469800203,21389763.82769273,21.6,41,0,false
2474585,0.3122877701,0.6982966825,91002.9308444402,73007804.57938056,19.65,20,1,false
2475534,0.152249185,0.3404395273,75534.1748768412,21201559.773934167,21.21,39,0,true
2476093,0.3346223745,0.7482383761,68199.9543810965,51730074.791008055,19.5,27,0,false
2476187,0.2658,0.5943468684,78736.4169885396,50121795.51316285,20,29,0,false
2477519,0.3789264984,0.8473054089,73734.6179849836,74642179.17111623,19.23,51,0,true
2477719,0.0242412481,0.0542050786,28592.0279189266,25270707.482714742,25.2,30,0,false
2480820,0.1805323255,0.4036825521,51614.9136494582,60808964.36278914,20.84,35,0,true
2481543,0.1231841913,0.2754482254,17301.0779840596,55655397.86590831,21.67,29,1,false
2482244,0.2848098313,0.6368541435,28918.7516623319,63253674.42859008,19.85,32,0,false
2482718,0.1608996045,0.3597824532,49855.1281776688,47455098.67900741,21.09,39,0,false
2482796,0.3346223745,0.7482383761,54337.5974732965,49162141.07936642,19.5,78,1,true
2483459,0.229379698,0.5129085974,56862.7069211392,41737287.07418471,20.32,56,0,false
2484402,0.3080030213,0.6887156928,56078.0786268936,3115257.505312061,19.68,72,0,true
2487577,0.1529519353,0.3420109247,32574.0475112813,39990235.36676503,21.2,49,1,true
2488461,0.2424124811,0.5420507863,91030.9980425872,39085697.21637357,20.2,31,0,false
2488490,0.1123453177,0.2512117673,50427.0785920259,27343388.48480896,21.87,34,1,true
2489486,0.3455850738,0.7727517171,31037.558290591,4844979.8403503,19.43,45,1,true
2490354,0.1394938229,0.3119176705,25613.513379586,57172162.21755866,21.4,32,1,true
2490581,0.2707415909,0.6053966017,40932.6537469993,49153897.24938349,19.96,56,1,true
2494690,0.2597496533,0.580817882,65996.3695197182,30517581.16307197,20.05,37,0,true
2494710,0.1838886721,0.411187571,29186.5150858898,25037076.21063666,20.8,47,0,true
2494999,0.3051792326,0.6824015094,70456.7177113874,28346971.68986004,19.7,24,1,true
3002856,0.2658,0.5943468684,85339.303388559,27025626.03348496,20,25,0,true
3005973,0.1160259082,0.2594418179,83508.5670170854,39780434.93065944,21.8,29,1,true
3013045,0.1440638367,0.3221365319,98817.7219536006,66020142.88434013,21.33,12,2,true
3014110,0.1460679643,0.3266178974,74776.8011274875,40945081.72501965,21.3,26,0,true
3014117,0.2401900301,0.5370812349,56119.3237623132,33528896.3778521,20.22,35,0,true
3020976,0.1160259082,0.2594418179,64156.7093424628,11469951.328155791,21.8,11,7,true
3022970,0.2111324448,0.4721064988,89124.153572993,24735515.462950043,20.5,33,0,true
3025766,0.1010543415,0.2259643771,108612.006871585,68774812.46632457,22.1,24,0,true
3028805,0.1838886721,0.411187571,24325.6012767197,31238937.888511825,20.8,33,0,true
3031184,0.4411182,0.9863702813,89126.3390516482,73405446.02513379,18.9,31,0,true
3046122,0.4023045798,0.8995803882,77534.1193782769,72428046.69591223,19.1,43,0,true
3046125,0.1301832102,0.2910985075,64099.9387270678,8839575.82461105,21.55,25,0,true
3063058,0.096506147,0.2157943048,50937.429742942,49786392.421169296,22.2,15,1,true
3078262,0.2210828104,0.4943561926,66672.3340312488,6106005.496291833,20.4,15,8,true
3079950,0.1214940408,0.2716689341,37286.0249338044,9327649.362296736,21.7,24,1,false
3082923,0.1272198785,0.2844722965,49820.6678490817,8720569.013610331,21.6,12,0,true
3082930,0.1332155667,0.2978790628,63626.7118422676,6478522.638009204,21.5,12,1,true
3092144,0.046190746,0.1032856481,45778.0478194724,55256428.72409903,23.8,13,3,false
3092248,0.0802703167,0.1794898848,34848.1150989349,71149728.97729804,22.6,16,2,false
3092310,0.0667659413,0.1492931834,17945.4711618243,45570055.44289465,23,12,1,false
3092313,0.1214940408,0.2716689341,46339.2295836034,16194228.800287006,21.7,18,0,false
3092314,0.3669061375,0.8204270649,60137.637805733,50749701.81516577,19.3,21,1,false
3092339,0.0880146521,0.1968067451,51552.3502235297,7138154.36974005,22.4,21,0,false
3092375,0.1332155667,0.2978790628,48946.2284802406,20539616.53071501,21.5,16,7,false
3092385,0.3300311834,0.7379721607,55405.8249395677,11187241.437987449,19.53,7,0,true
3092474,0.1460679643,0.3266178974,24052.0770801441,23951971.42654373,21.3,9,2,true
3102683,0.1010543415,0.2259643771,62445.9942807721,2915989.088369784,22.1,12,1,true
3102728,0.1724070324,0.3855138443,60790.8220530962,10052770.179582808,20.94,47,0,true
3102729,0.1394938229,0.3119176705,54887.9445708361,18304257.299581185,21.4,6,7,true
3102731,0.0578835257,0.1294314984,64838.37306006,68500377.98624952,23.31,11,7,false
3102780,0.1332155667,0.2978790628,14666.3261548901,20541644.73375712,21.5,36,0,false
3114027,0.219055911,0.4898239078,50475.5630714113,40177708.9191646,20.42,10,1,true
3114030,0.02658,0.0594346868,56541.1458579181,3961864.523816869,25,12,6,false
3120892,0.3503926411,0.7835017643,81913.819731737,21815503.6429766,19.4,33,0,true
3124996,0.2180494405,0.4875733714,26880.2655677091,14295456.548770323,20.43,18,1,true
3125003,0.1394938229,0.3119176705,50481.4833224874,55614625.95378576,21.4,29,0,true
3126185,0.2914439045,0.6516883822,60832.520199347,47933483.884637214,19.8,18,0,false
3127387,0.0384197891,0.0859092601,46007.3241629798,28885556.23028145,24.2,12,7,false
3132128,0.1108038821,0.2477650126,35554.0525577546,9444291.375047855,21.9,23,6,true
3137727,0.0483676488,0.1081533507,36760.4024539482,791782.690302948,23.7,18,0,false
3137864,0.0350392641,0.0783501764,17102.8105649694,4651509.477814335,24.4,14,0,false
3137865,0.1272198785,0.2844722965,33869.0672024144,42013145.95037896,21.6,13,0,true
3143121,0.1118291378,0.250057554,61910.0780463896,55147405.08759617,21.88,16,1,false
3144144,0.1108038821,0.2477650126,21123.2375528546,35172473.15344552,21.9,12,1,false
3145497,0.0766575574,0.1714115092,16524.9045802653,13830156.145236868,22.7,16,5,false
3146503,0.3346223745,0.7482383761,69876.962750052,16236356.278548785,19.5,16,2,false
3147555,0.1394938229,0.3119176705,50109.1509946691,8150242.707373599,21.4,30,2,true
3150191,0.0160160338,0.0358129403,28075.0802934806,541944.508581611,26.1,13,5,false
3151644,0.1594244681,0.3564839479,66417.5139840292,66781776.20335497,21.11,29,1,false
3152317,0.1344481952,0.3006353038,32204.4598364816,11864843.404415026,21.48,19,0,true
3153509,0.1160259082,0.2594418179,49643.970460448,6710855.490334408,21.8,40,0,true
3153530,0.0291443905,0.0651688382,18764.502158043,2233580.482539958,24.8,14,6,false
3157028,0.1756123185,0.3926810818,46214.422453107,14802506.875461252,20.9,36,0,true
3157333,0.4836764882,1.0815335068,20516.7311416427,51969964.60965589,18.7,50,0,false
3157482,0.3108529381,0.6950883007,53537.6620395108,67337051.3631725,19.66,22,0,false
3158115,0.0802703167,0.1794898848,32735.1068074154,15802453.326373056,22.6,15,5,false
3158120,0.4212646106,0.9419763057,31780.0981750054,17770568.31953595,19,56,0,false
3160726,0.0133215567,0.0297879063,39268.865704757,1528641.270624746,26.5,12,7,false
3160727,0.2658,0.5943468684,32750.5457137994,45878928.57934624,20,38,0,false
3160728,0.3841978911,0.8590926012,21762.6068944466,25117894.096257813,19.2,37,0,false
3160737,0.1529519353,0.3420109247,81487.6041612578,17928710.36716249,21.2,18,0,true
3160748,0.0040230458,0.0089958039,32728.5346442285,161879.496092112,29.1,8,6,false
3160847,0.2783267681,0.6223575734,17659.4316241459,41251550.5095448,19.9,23,6,false
3160850,0.3051792326,0.6824015094,44985.0120485814,19324106.22119821,19.7,26,1,true
3163746,0.2262324906,0.5058712276,109970.6072981616,18449342.878947947,20.35,20,0,false
3163759,0.04411182,0.0986370281,38783.020735445,7127500.817267148,23.9,20,7,false
3164411,0.2538370294,0.5675968529,41722.4777978275,45054379.12350209,20.1,24,0,false
3164413,0.058150704,0.130028927,38813.2589138512,12419801.775783038,23.3,13,8,false
3170204,0.1272198785,0.2844722965,71472.6486979265,52583531.76134208,21.6,35,0,true
3170210,0.2210828104,0.4943561926,51403.3660763406,51218601.88752653,20.4,9,7,false
3170231,0.1272198785,0.2844722965,34436.8006200486,66518532.66122144,21.6,26,0,true
3172317,0.0350392641,0.0783501764,29024.8989151267,8907304.95875208,24.4,11,8,false
3172322,0.0334622374,0.0748238376,18071.8386958462,10544027.0402638,24.5,11,7,false
3172328,0.1214940408,0.2716689341,58228.7088758324,62556037.59734231,21.7,9,4,false
3174184,0.0350392641,0.0783501764,35292.3502120325,7054496.533114603,24.4,15,0,false
3174187,0.096506147,0.2157943048,71837.9719732832,34147603.353316605,22.2,12,3,false
3174196,0.6376097899,1.4257388333,133827.4635660173,42032406.57142295,18.1,31,0,false
3174201,0.2424124811,0.5420507863,69077.330155606,21924788.85135516,20.2,13,9,false
3175328,0.1394938229,0.3119176705,99854.5091591599,68611666.47466505,21.4,25,2,false
3176186,0.1925550782,0.4305662442,53704.5518019755,21708723.301333323,20.7,22,0,true
3177177,0.0880146521,0.1968067451,35176.1933190244,8642475.350081239,22.4,22,7,false
3177201,0.0483676488,0.1081533507,14534.1915984,1969170.002221495,23.7,24,5,false
3177202,0.0192555078,0.0430566244,53368.0692693617,65510974.40140788,25.7,21,5,false
3177204,0.1756123185,0.3926810818,102989.904395639,22749886.583392847,20.9,16,1,true
3177211,0.160160338,0.358129403,42645.4989276434,69932648.7278943,21.1,12,1,false
3177216,0.0334622374,0.0748238376,38965.7180803482,3917528.906194958,24.5,9,8,false
3177232,0.0167708462,0.0375007522,39990.5106372446,23315769.92264931,26,8,6,false
3179348,0.0483676488,0.1081533507,35470.7660467824,2306327.952029074,23.7,17,7,false
3179365,0.0133215567,0.0297879063,15845.3613526633,69235763.83538033,26.5,6,7,false
3180179,0.0506471459,0.1132504611,30569.4819040852,15066009.11719137,23.6,10,8,false
3182184,0.0231502122,0.0517654482,13226.3804180635,15085819.66000548,25.3,6,9,false
3183840,0.0766575574,0.1714115092,41666.1254791078,17587310.659509785,22.7,20,0,false
3184154,0.0242412481,0.0542050786,32666.3643441185,5443243.025216988,25.2,9,8,false
3184158,0.0530340723,0.1185877909,39981.6116757317,12729412.639170734,23.5,9,9,false
3184473,0.0278326768,0.0622357573,19577.4050528528,3983590.637436756,24.9,20,7,false
3248972,0.0334622374,0.0748238376,18668.6580726369,48039113.74386127,24.5,9,7,false
3249141,0.1289896833,0.2884297004,16503.5029762426,59968638.03133884,21.57,25,0,true
3249347,0.1460679643,0.3266178974,42981.402001909,58465182.489635386,21.3,24,1,true
3249348,0.0121494041,0.0271668934,41215.4302067539,6744017.613126445,26.7,9,7,false
3249980,0.0350392641,0.0783501764,91889.5335276658,58559086.53869351,24.4,8,8,false
3250193,0.1394938229,0.3119176705,105312.9233472772,61168218.93526124,21.4,11,9,false
3252349,0.4212646106,0.9419763057,42787.3005979024,2694609.088975991,19,62,0,true
3253151,0.1108038821,0.2477650126,27560.2974133652,7343713.840869224,21.9,20,0,true
3253645,0.0384197891,0.0859092601,68093.943401736,50456705.74001389,24.2,9,8,false
3256319,0.1394938229,0.3119176705,41341.4652232735,29269626.665901046,21.4,16,1,true
3258075,0.2111324448,0.4721064988,106389.37678784,69387957.30322376,20.5,16,7,false
3261401,0.0319561887,0.0714562102,40879.0077083208,26904691.803527165,24.6,9,7,false
3263540,0.160160338,0.358129403,80015.098017488,71353360.71531461,21.1,17,1,false
3264323,0.1394938229,0.3119176705,65484.3249944309,53125178.585122176,21.4,22,1,false
3266031,0.0121494041,0.0271668934,55752.1038928058,64844037.47656961,26.7,7,6,false
3267783,0.2315021222,0.5176544822,37333.4928318947,22126311.6333994,20.3,24,0,true
3273524,0.1460679643,0.3266178974,52656.6761791301,11867863.426375438,21.3,10,8,true
3274305,0.0231502122,0.0517654482,10623.1628834781,6980367.527296037,25.3,11,7,false
3275203,0.3669061375,0.8204270649,37265.5900199239,25586661.98394064,19.3,22,0,true
3275512,0.2658,0.5943468684,58774.3995413426,71927852.61912085,20,26,1,true
3275974,0.0133215567,0.0297879063,21184.6165319825,58874879.51909917,26.5,7,7,false
3277570,0.1272198785,0.2844722965,61403.8019456135,7171830.660411277,21.6,25,0,true
3278078,0.1160259082,0.2594418179,83145.4835150556,67825314.03744522,21.8,15,1,true
3278402,0.0305179233,0.0682401509,36153.6777822427,48035445.33481269,24.7,15,0,false
3279740,0.1838886721,0.411187571,65349.0573980285,41826575.05656719,20.8,16,6,true
3279865,0.1460679643,0.3266178974,64986.6430919628,59495758.61075672,21.3,18,0,false
3285073,0.2538370294,0.5675968529,76850.5818422588,61593312.89166095,20.1,41,2,false
3285074,0.1214940408,0.2716689341,24226.2065649314,53858139.75197601,21.7,15,1,false
3285304,0.1529519353,0.3420109247,58151.7674551868,14677405.641713964,21.2,13,0,true
3289746,0.0483676488,0.1081533507,28445.7363338442,70861605.45436993,23.7,31,0,false
3292011,0.0608912622,0.1361570015,14822.8485918062,70506940.63430816,23.2,17,6,false
3292264,0.063760979,0.1425738833,47513.50657672,54447510.97408799,23.1,18,7,false
3292769,0.160160338,0.358129403,62365.3189941348,39805231.33112406,21.1,21,1,true
3293789,0.1756123185,0.3926810818,52959.9658676677,74514514.71250458,20.9,18,1,false
3293831,0.0121494041,0.0271668934,77517.824476226,55716913.72179505,26.7,7,7,false
3297375,0.0350392641,0.0783501764,51296.3052734534,47165175.35906512,24.4,8,7,false
3297378,0.2424124811,0.5420507863,63852.1310961583,31818185.733002167,20.2,19,0,true
3297379,0.0139493823,0.0311917671,28536.506899663,27672558.95554363,26.4,7,6,false
3297388,0.0699125232,0.1563291544,49812.6258216072,11293663.55257122,22.9,18,0,false
3299947,0.1460679643,0.3266178974,91648.6503131452,66800589.8259634,21.3,18,0,true
3303213,0.1108038821,0.2477650126,61142.2547267322,5207109.130371676,21.9,16,0,true
3303217,0.0110803882,0.0247765013,32556.8173201291,19823104.75669192,26.9,9,7,false
3305002,0.1925550782,0.4305662442,59627.9222170322,45821439.20996968,20.7,32,0,true
3307228,0.1529519353,0.3420109247,58929.1703745365,58554074.03766236,21.2,26,0,true
3309091,0.0253837029,0.0567596853,46616.0794591176,15689129.005424077,25.1,9,7,false
3309828,0.1997813652,0.4467247133,70883.0054930358,68137956.17255317,20.62,31,0,true
3311964,0.1160259082,0.2594418179,54547.2767247988,74221121.45500785,21.8,49,1,true
3312035,0.3210369174,0.7178603705,142197.3857248132,63616068.8957958,19.59,17,2,false
3312420,0.0555334912,0.1241766613,54297.7428835584,61247673.49061372,23.4,11,6,false
3313733,0.0253837029,0.0567596853,31333.9566724572,71458045.16087961,25.1,17,7,false
3321534,0.0350392641,0.0783501764,38973.5950376866,57869150.960914,24.4,8,8,false
3323933,0.3195618867,0.7145621017,148000.0282587252,71480849.21691157,19.6,15,0,false
3324251,0.0101054342,0.0225964377,47228.3067204446,59524230.45136979,27.1,8,6,false
3324630,0.6676594135,1.4929318344,72533.7331656095,38861142.43602285,18,38,0,true
3327361,0.0667659413,0.1492931834,60997.5951103634,65108159.62195344,23,9,8,false
3328630,0.0366906138,0.0820427065,49211.1294336972,37532817.48550015,24.3,13,7,false
3329371,0.2111324448,0.4721064988,154566.8113327776,73766629.73693848,20.5,14,7,true
3330159,0.0334622374,0.0748238376,18256.6570950733,43141007.39145531,24.5,15,6,false
3330688,0.0506471459,0.1132504611,55997.7981198502,54794770.84918264,23.6,9,7,false
3332535,0.0055533491,0.0124176661,57231.3545091083,63937469.46259969,28.4,9,3,false
3333610,0.1058168859,0.2366137501,27329.1805497851,67125085.27350184,22,16,1,false
3333611,0.2424124811,0.5420507863,53012.8242859169,45799039.02330737,20.2,21,0,false
3334436,0.5303407233,1.1858779086,58445.3768975971,14386769.71231792,18.5,28,1,true
3334817,0.3051792326,0.6824015094,49219.156109047,13229380.673580548,19.7,37,0,true
3335048,0.0506471459,0.1132504611,8864.3917531252,26833892.24790332,23.6,11,8,false
3335613,0.1756123185,0.3926810818,70546.2652405357,5885459.564862438,20.9,10,8,true
3337145,0.102933082,0.2301653685,29919.7297967066,71326761.69043607,22.06,8,7,false
3337325,0.2694976463,0.602615057,91709.7683055174,38864319.29639017,19.97,31,0,false
3337592,0.160160338,0.358129403,37044.8844638292,72797425.25935723,21.1,12,6,false
3345302,0.0066765941,0.0149293183,24358.2545332046,10013278.92994596,28,12,7,false
3346460,0.1394938229,0.3119176705,47706.1539821824,65160057.72605938,21.4,30,1,true
3347493,0.0231502122,0.0517654482,70467.9019937615,69897767.59093788,25.3,10,5,false
3350633,0.1108038821,0.2477650126,43188.1529905926,63676880.040996335,21.9,29,0,true
3351221,0.0211132445,0.0472106499,14653.9881312085,68672581.78486246,25.5,18,6,false
3351222,0.1529519353,0.3420109247,56886.0696900043,22079540.203419,21.2,19,5,true
3352549,0.1108038821,0.2477650126,53256.3800487066,48872078.72316376,21.9,85,1,true
3353630,0.1881719895,0.42076536,107220.3358130449,57033307.030442506,20.75,16,1,false
3358116,0.160160338,0.358129403,61069.8702700318,54279153.03751702,21.1,9,8,false
3358522,0.1394938229,0.3119176705,50949.8319012379,63172165.92440206,21.4,18,1,true
3358690,0.0305179233,0.0682401509,45425.5833340382,56707812.91240329,24.7,9,7,false
3360486,0.4411182,0.9863702813,46135.0872509249,21543091.636345237,18.9,14,1,false
3364159,0.04411182,0.0986370281,24088.8952356526,53269074.77166372,23.9,11,7,false
3364161,0.1272198785,0.2844722965,81586.6783121444,47865416.27035553,21.6,14,8,false
3365921,0.1149621763,0.257063241,40824.0602236854,28575739.68478229,21.82,18,1,false
3365986,0.160160338,0.358129403,38764.8197232926,27572854.50339263,21.1,16,7,true
3366807,0.160160338,0.358129403,45752.5942550856,6538282.364500021,21.1,22,8,true
3367027,0.4836764882,1.0815335068,65216.1936741102,72599672.11924018,18.7,29,0,true
3367899,0.0506471459,0.1132504611,39606.4894587469,36920496.4391917,23.6,10,7,false
3367903,0.160160338,0.358129403,53329.0473407023,7791365.09161433,21.1,20,5,true
3368247,0.0305179233,0.0682401509,22730.4555005623,48514761.11399284,24.7,12,7,false
3368737,0.0152951935,0.0342010925,95709.7797016507,74250804.9336494,26.2,7,8,false
3369098,0.0483676488,0.1081533507,63326.1235545328,70277853.74160641,23.7,11,7,false
3370167,0.1394938229,0.3119176705,95312.9785364111,62645311.6372033,21.4,26,1,true
3370284,0.4836764882,1.0815335068,100855.7480691166,59276494.94251024,18.7,20,1,false
3371135,0.0555334912,0.1241766613,41050.5656386295,30209877.059175503,23.4,12,1,false
3374390,0.0048367649,0.0108153351,51110.3338951788,28100386.394143555,28.7,10,7,false
3374668,0.0421264611,0.0941976306,78166.6312946814,73568900.98127425,24,13,7,false
3378801,0.2315021222,0.5176544822,129355.5481879637,69469229.71205333,20.3,19,0,false
3381449,0.4023045798,0.8995803882,90650.9279214756,8135589.865283265,19.1,38,0,true
3384185,0.04411182,0.0986370281,59005.8041427583,56168437.29844533,23.9,15,3,false
3387458,0.1058168859,0.2366137501,87067.6313214294,54510377.35466573,22,17,6,true
3388081,0.1344481952,0.3006353038,64582.2707073602,39214646.03253832,21.48,22,1,true
3390109,0.0048367649,0.0108153351,52766.6849516128,71405115.89361554,28.7,20,5,false
3392084,0.160160338,0.358129403,113618.7993706117,22797553.027509887,21.1,15,7,true
3392298,0.0305179233,0.0682401509,95718.8269722312,74760718.09981874,24.7,6,8,false
3392310,0.1394938229,0.3119176705,60761.6894494177,20254956.677190583,21.4,11,7,true
3393169,0.2783267681,0.6223575734,42072.6016094198,73749200.32846138,19.9,36,1,true
3394074,0.0160160338,0.0358129403,83015.9039754706,56848471.54672167,26.1,6,7,false
3394543,0.1677084622,0.3750075218,71169.642088466,69436797.40247008,21,34,0,true
3395961,0.046190746,0.1032856481,71619.3610306153,68844728.43708904,23.8,12,2,false
3395986,0.3503926411,0.7835017643,70719.2995876128,56754820.49758128,19.4,19,0,false
3397572,0.1677084622,0.3750075218,66243.6904518346,14477065.056837397,21,39,0,true
3398655,0.0555334912,0.1241766613,25746.8263986506,70992640.2183546,23.4,12,6,false
3399918,0.3346223745,0.7482383761,96449.6727838148,71789547.53329225,19.5,17,0,true
3399920,0.2016299194,0.4508582062,136810.81116229,65488786.17996756,20.6,15,7,true
3401381,0.1058168859,0.2366137501,67771.8456301498,54962825.08711772,22,18,2,false
3401432,0.2538370294,0.5675968529,70833.9605663434,7220822.840852252,20.1,19,0,true
3401433,0.0076657557,0.0171411509,79988.9566715993,39642283.72119994,27.7,6,8,false
3402203,0.096506147,0.2157943048,14460.8483806901,72354183.60030758,22.2,35,0,false
3402204,0.0139493823,0.0311917671,28412.166132485,67229203.6108072,26.4,11,6,false
3402610,0.3720103103,0.8318403423,53150.8328446082,51836833.17168402,19.27,21,1,false
3402615,0.0127219879,0.0284472297,56267.9653656226,24685381.850760967,26.6,7,7,false
3402618,0.04411182,0.0986370281,39478.2815608672,42613851.23071468,23.9,6,7,false
3403074,0.1338304618,0.2992540101,79178.1445878109,38452178.43612206,21.49,11,3,false
3405070,0.4023045798,0.8995803882,70305.6366656172,47188847.00794414,19.1,19,2,false
3406027,0.0152951935,0.0342010925,60547.5325364587,57279907.33082535,26.2,6,7,false
3407944,0.2914439045,0.6516883822,104314.1636626114,47393041.45834872,19.8,22,0,false
3409961,0.1529519353,0.3420109247,41280.7163930568,8981883.0424166,21.2,51,0,true
3409964,0.1805323255,0.4036825521,57660.0358023144,35961435.9986979,20.84,32,2,true
3409990,0.1838886721,0.411187571,92304.2911004539,35430277.765819445,20.8,14,1,false
3409991,0.0201629919,0.0450858206,57388.559476779,57219693.96375354,25.6,12,6,false
3410534,0.0121494041,0.0271668934,74110.1375503415,69328325.55771072,26.7,9,6,false
3414394,0.1108038821,0.2477650126,44127.2224605168,8179537.096915082,21.9,16,8,true
3418110,0.0722029558,0.1614507173,74130.6770596253,53934859.433868095,22.83,13,0,false
3423024,0.1058168859,0.2366137501,86080.6499466989,47918394.12700777,22,26,1,true
3423200,0.1067959975,0.2388031102,99846.7706234833,59306505.08306074,21.98,8,8,true
3423321,0.0921626549,0.2060819612,36344.1596475438,14341494.500394111,22.3,12,7,false
3423827,0.0856160085,0.1914432149,105309.2832152929,68663861.88957782,22.46,11,3,false
3426411,0.058150704,0.130028927,67956.314936243,66472179.37224748,23.3,16,6,false
3427794,0.5656593584,1.2648527775,115781.2308179734,71164862.49230447,18.36,92,2,true
3428255,0.0699125232,0.1563291544,58478.9476890798,16568717.986006076,22.9,12,2,false
3428700,0.1108038821,0.2477650126,63025.6604777957,53395947.43866904,21.9,16,6,false
3429819,0.1092835959,0.2443655492,70441.6299138976,72765320.23999394,21.93,22,2,true
3430304,0.0278326768,0.0622357573,23933.346014763,58448732.36377509,24.9,22,6,false
3432639,0.0110803882,0.0247765013,49783.3613588905,43127415.19826327,26.9,9,7,false
3437789,0.0291443905,0.0651688382,33740.7456929132,51983820.85804825,24.8,8,8,false
3438960,0.160160338,0.358129403,77430.9793299102,31499465.22699912,21.1,18,8,true
3440396,0.063760979,0.1425738833,62151.740136018,59155670.48746945,23.1,11,2,false
3441023,0.0555334912,0.1241766613,27295.4372854031,52864820.89061946,23.4,9,1,false
3441126,0.1332155667,0.2978790628,50287.9419460742,11985446.903401827,21.5,15,7,true
3441820,0.1756123185,0.3926810818,55020.3279258748,66587445.50346864,20.9,15,7,true
3443811,0.1160259082,0.2594418179,76687.4736461704,29766356.26546025,21.8,16,7,true
3444212,0.1529519353,0.3420109247,34944.7476325502,36195405.915474296,21.2,24,1,false
3445070,0.1214940408,0.2716689341,102280.1811628007,50637359.24519846,21.7,21,2,true
3445544,0.0366906138,0.0820427065,53609.2915141364,47170687.80121802,24.3,7,7,false
3448962,0.0319561887,0.0714562102,64476.8981120203,74189764.05099992,24.6,11,6,false
3448993,0.1529519353,0.3420109247,48256.6007156645,66992493.49488622,21.2,12,7,true
3449054,0.1063053145,0.2377059096,49083.9751843092,48188692.85428837,21.99,70,0,true
3449132,0.0069912523,0.0156329154,69973.519894708,43361103.4970494,27.9,7,8,false
3449591,0.1272198785,0.2844722965,72180.2827727327,21751838.55937092,21.6,19,1,true
3451789,0.1460679643,0.3266178974,80613.2701835089,65508654.15340396,21.3,25,0,true
3451790,0.1160259082,0.2594418179,35051.5019505295,25752533.60391221,21.8,19,0,true
3454530,0.063760979,0.1425738833,49190.2979562778,21677593.91439885,23.1,12,8,false
3454735,0.1677084622,0.3750075218,50188.8074640977,33555216.522381395,21,36,1,true
3455137,0.2573682542,0.5754929116,53462.2683027334,63862146.426421925,20.07,28,2,true
3457840,0.1838886721,0.411187571,90692.537458252,17818073.497149125,20.8,26,1,true
3459086,0.1058168859,0.2366137501,73378.225989769,48322581.48187924,22,13,0,false
3459812,0.0732073989,0.1636967205,36104.9276019305,30617122.49370552,22.8,17,0,false
3460325,0.0483676488,0.1081533507,24188.1133032087,59623847.68796258,23.7,17,6,false
3461189,0.5815070396,1.30028927,79063.1855397536,25770222.295417603,18.3,27,0,true
3463079,0.1214940408,0.2716689341,58390.7906136456,11057463.909462044,21.7,15,9,true
3463175,0.3051792326,0.6824015094,67427.2413314701,10094722.239382222,19.7,23,0,true
3464007,0.1332155667,0.2978790628,39207.4089976382,5920873.823748177,21.5,24,4,true
3465236,0.0350392641,0.0783501764,17001.9421577671,38540371.406975485,24.4,18,1,false
3465534,0.0608912622,0.1361570015,53272.6297563571,21808727.81689197,23.2,9,7,false
3466069,0.3669061375,0.8204270649,48396.7590228014,9467578.25820524,19.3,30,5,true
3467177,0.2111324448,0.4721064988,83801.5486503642,72558299.69134787,20.5,20,6,true
3467355,0.2783267681,0.6223575734,70856.8158563654,35262475.7349334,19.9,21,2,true
3467750,0.0366906138,0.0820427065,38185.5043367687,57682257.96792832,24.3,12,7,false
3471513,0.4619074603,1.0328564805,63747.6471202176,45032939.62444133,18.8,16,2,false
3471589,0.058150704,0.130028927,27537.7553709517,14182363.790364316,23.3,21,0,false
3471590,0.2016299194,0.4508582062,71776.3035259519,21357408.84524849,20.6,36,1,true
3471974,0.0384197891,0.0859092601,22276.2092382075,25228561.573995385,24.2,19,0,false
3472299,0.1756123185,0.3926810818,102264.6716087458,59559862.2405183,20.9,10,8,true
3472700,0.0175612318,0.0392681082,16037.1487733023,11281172.68393834,25.9,9,6,false
3475236,0.1272198785,0.2844722965,117214.4092967485,73531410.30395292,21.6,24,1,true
3476134,0.191670368,0.428587972,100897.5326475082,58272913.23343786,20.71,19,2,true
3477942,0.040230458,0.0899580388,107176.8282793423,66871803.85744587,24.1,12,8,false
3477943,0.2914439045,0.6516883822,75117.9169362294,69725420.67204273,19.8,15,6,false
3478250,0.1272198785,0.2844722965,60645.4701891379,56309853.04758376,21.6,17,1,false
3485260,0.1214940408,0.2716689341,66928.0645474866,43019442.11280249,21.7,25,0,true
3508109,0.0334622374,0.0748238376,73058.6335758286,55279564.154372826,24.5,10,7,false
3508146,0.1214940408,0.2716689341,135335.1764569406,57223056.13100243,21.7,15,1,true
3511892,0.2424124811,0.5420507863,112136.3046487271,27044833.921279777,20.2,19,6,true
3512278,0.0127219879,0.0284472297,21909.3121594598,3758945.97868574,26.6,10,6,false
3512284,0.0192555078,0.0430566244,23342.3605005141,44752734.52620935,25.7,11,7,false
3512346,0.1058168859,0.2366137501,51394.7215665076,21434411.88046614,22,11,7,false
